video ID,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29
oQvalr4OPzQ,jZkdcYlOn5M,D41Xe156c8k,VS5veTe-BZ4,4fNsU8JfgcE,Fw6UjzdM5qw,X_2KbU2wKGE,lQ6lM9uUAAE,i8OVM8oinrE,Y1jqyGmqnY0,m75g_A731q0,Bn3FZUDhnho,-4a6qwlRNBM,RsH8BqL8vyg,aijxLZb-K10,mgHu5Bi3l3k,SaFeeKVPwbQ,mVGJLqriO4A,iKU3aHd7CFA,aJCVk0A0iIo,mT6-du62nCk
-QFsR_jhM3w,,,,,,,,,,,,,,,,,,,,
-diYR7IBFK0,BuutQZiE9NE,FI_-sXYJ08o,8sRSq-axMD0,Lo_G6aq7NEs,1xGVBCAOfQk,iWNr6kWDRRo,Vd25CSpm6NY,MVAb1KO9JY4,1UFE6vRBdTw,Ug_QbARuv3w,R230yc2iOoU,zhNHO5bKMvw,-QFsR_jhM3w,LEUhofBmmXo,BKX1orBiaCI,N0Q-5uB4e0Q,cvPhthIJ3aY,8TGKYOeszdY,aQz4DLgpXBg,yPCU05UjdqE
8TGKYOeszdY,kk-WWuYB5VE,9rrlGcL8J0k,MVAb1KO9JY4,uB_QVIxlkcY,-diYR7IBFK0,rpA6SXMvu20,078EsPRilzI,BUldlBmkDNM,5B8x041uBeA,N0Q-5uB4e0Q,3i9pKK763gE,-QFsR_jhM3w,Nyr3JTTgSQs,MnlohZAOHGQ,bjoAIg2gd3U,qImx5ZfL6IQ,GyHSGlGEUSs,qCZZUPLl5zI,LPzI-sZrAiY,7MiIr7XUAkI
ZknRltxsgpE,tviSi8vllwk,Eue_X2p6XI4,KFKFyzP34lc,Khit36lvRU8,QFmy49IzljI,8K6xxlWQMlA,wNdHLH0RgJg,pE7DA0wKZDQ,eBtxkn9F3ZQ,OoX5K9-dgug,UIpVTLkyS4k,75lc63GwPz0,MVAb1KO9JY4,Lo_G6aq7NEs,SHzuGTlZdgo,uYby5jcs6W8,EOhCgy9i31k,Qbk3jVeL3Bk,AHrvTQSO6k0,q-kzBNzOJcc
13sG270Yv6A,MuKYP2cBvBA,eF3mzTpFCrU,1xGVBCAOfQk,u58d_b8vgxQ,CzHmO_y6PvQ,Fw5BGj9WZNk,5B8x041uBeA,yPCU05UjdqE,o0IFmVf7ekg,BKX1orBiaCI,1tCnbG9Fj1o,N0Q-5uB4e0Q,vacn1RY_Dw0,p-grLq5ecmw,-QFsR_jhM3w,FI_-sXYJ08o,8TGKYOeszdY,otZlHLixcmY,THoJp8vu8oc,7nh8nhm-9bI
yPCU05UjdqE,uFPeyAEBK08,z5ftYrE3PRo,_fvn-Kughfc,raQngwpCUDk,FI_-sXYJ08o,Vd25CSpm6NY,MVAb1KO9JY4,mY_rE32PhR0,7nh8nhm-9bI,iWNr6kWDRRo,o0IFmVf7ekg,bjoAIg2gd3U,huz5hZKpqUk,8AyHnZN36ds,pf1UwarBygc,yX7EuLEQJCk,ZVa9zfpJa9Q,pCnq5tcRnyA,-diYR7IBFK0,1xGVBCAOfQk
zVCrt_Or5kE,K2Ezv3JZZvk,EoIjlYPIFlM,bHq12lIYJME,6xLsRI7-hBs,xyhTJXFBPyg,sZHi2U6cx8w,eMP7n-qv-8c,m8c2EZOckWw,UIpVTLkyS4k,ag2Ski9K2sU,at4J1pILGoI,VRcj9WbHLjk,1y28Pg17IcA,mbn_ctDPzL8,pgOvQZy-CLA,LbhHUKzAM0c,GxL1uXwSrdU,pgFDeli_byg,HkjYfetLLZQ,B79S5AWxBrY
K2Ezv3JZZvk,eMP7n-qv-8c,zVCrt_Or5kE,at4J1pILGoI,6xLsRI7-hBs,X5S_0F06kRk,pgOvQZy-CLA,UIpVTLkyS4k,sZHi2U6cx8w,i2PrSm5wjac,iGUDAdO4C7I,3wW1Ky7YHX8,OCHlALBsu8Q,GxL1uXwSrdU,xyhTJXFBPyg,VRcj9WbHLjk,lM7YQ9bS5Ak,MtPtxN9kpPY,k7FtFGQ6ZIw,EL1KjW9avL4,ZU72Qv4cnd4
bHq12lIYJME,zVCrt_Or5kE,TMQbGWZZy9E,VRcj9WbHLjk,UIpVTLkyS4k,K2Ezv3JZZvk,xyhTJXFBPyg,vUBf-EcpEsY,eMP7n-qv-8c,sZHi2U6cx8w,14HQAOBiPwQ,0CRr-q9B1eI,GxL1uXwSrdU,zSjAdnGUx8I,_vNk_j3Z18A,6xLsRI7-hBs,YTvsR0mvdJA,JxkNoDqMxFw,_VLmLg7XbWE,ZDq2mOImBoM,md6Xg-F0eTY
GiMM4msshQQ,98QyJ8RYiAY,gi_CJ_3IIt8,tbU15VpQY_8,KgZAr_a0w8U,aysBWZYOIH4,EoAQz03jmgM,Sk0j_Ih4dko,vw4nTjcj2fg,NjUeFpmsq18,OnoCfHPQrvc,m1dSkBys6CA,BL_DEP6dmX4,m-iL3qPK5iA,07q2ULwu8mQ,n26-uEU7g0I,zSSnEjrvV_0,h470YIWFyW4,UIpVTLkyS4k,MTi-j7pO_ow,lUplJTgjxDo
sZHi2U6cx8w,,,,,,,,,,,,,,,,,,,,
5rW8B1s9KG0,,,,,,,,,,,,,,,,,,,,
OFJ4t4NFrGQ,PlTgIAoxcVs,x_-OnymOdyQ,OvXSjTHrfWE,r2U3hKgEUHs,vmJmj9pRwYQ,XHmCF1gmiZA,owy6MMO_0dU,UCbtfjlKL2E,22KGORkZzgs,lUplJTgjxDo,w5A0xJyq1I4,jCuahtsa3rI,EqF0WVCiklo,skN8RgAm9tg,-diYR7IBFK0,ZH6OUmsPA0I,LHgiLNrxa1I,lQ6lM9uUAAE,rcmf-BuxlsE,ZDq2mOImBoM
XHmCF1gmiZA,,,,,,,,,,,,,,,,,,,,
rR2oLbJnWSs,SaFeeKVPwbQ,4fNsU8JfgcE,AlrmjiPHFxM,lQ6lM9uUAAE,x_-OnymOdyQ,UIpVTLkyS4k,VS5veTe-BZ4,l3wpBARdzkE,WSamR_8rqL4,rpA6SXMvu20,oQvalr4OPzQ,gQu1_QWKW-E,PnKyyF9W8wY,lUplJTgjxDo,vmJmj9pRwYQ,OFJ4t4NFrGQ,tviSi8vllwk,UCbtfjlKL2E,W3nKVRPCgXs,mVeFolcs4gM
wXhM8gaomNk,,,,,,,,,,,,,,,,,,,,
OSmbqRn1_gE,,,,,,,,,,,,,,,,,,,,
KV8LCCYO9u0,,,,,,,,,,,,,,,,,,,,
-8QdAXxk1_Q,,,,,,,,,,,,,,,,,,,,
8GdDVF2cnp4,neiGXmVjFac,A9_CpKq0dhM,5SZJJrhzE40,wvqkfu2rrmQ,QPatBxynPIY,-8QdAXxk1_Q,4RxLr0IcOd8,kufIBgzlFFI,LBUFVGkuaqs,OSmbqRn1_gE,ai5OhWYE_bw,ei_GWL0TtFQ,mnBBMACMUec,XMJzVhhz78w,MxFGw0Eha9k,hI9KQmfYP7Q,X8lmkXbxcAA,ecb39stb0y4,ClJb37g2omU,D7h0oD4zYLs
OUxJqqjxt3w,,,,,,,,,,,,,,,,,,,,
0RG5WnkEc-c,,,,,,,,,,,,,,,,,,,,
wr86O8uA5-g,,,,,,,,,,,,,,,,,,,,
56CHDuRSSWA,,,,,,,,,,,,,,,,,,,,
scAcx_wCHxA,,,,,,,,,,,,,,,,,,,,
rQqaJ7VVVUs,,,,,,,,,,,,,,,,,,,,
JXqKj2N0HH4,,,,,,,,,,,,,,,,,,,,
8IGDRw5eozE,,,,,,,,,,,,,,,,,,,,
6UiNYri3ako,,,,,,,,,,,,,,,,,,,,
UjFOfbtuYb4,boND2CIln1g,ilCHlx9eZOc,BF1XWGLTct0,aPMdeIn976U,QUVbVEUKhu4,v8PVmuRe3Yg,dncuuWG_Ejo,2e6r_M73j0E,F2-216KXcVQ,8XYRAGrzBhs,4EitG2FB5tA,0-8aDFhfP0Y,OwnBo2vF1iM,UeLljNCt2yI,Wp_bZ18K-t8,jET_KTIai2c,F3BMFFjPcdE,6WrNErNxX1M,qOmMnO5wM6k,toRcsT1A7kA
fdR6208CtCw,,,,,,,,,,,,,,,,,,,,
wOPp0sQdSuY,EFW0I6iJecI,w_ffATs-e4U,GSy6OVYGNAY,in4hw4pJiVM,ZL_cnrjjOEE,coYaPbz94NA,boND2CIln1g,K7PyVJvHK7o,iHPnD5djaRk,v9WlXx09PxY,QC9eAkRPBMs,gpv5FRThUcU,BwcZHm4cPj0,koFRypm_OAg,ONwIPOLA9gQ,nGHG-F_vePQ,hdNzKmgQ_jg,pKo7Wk5XE6I,mN9Th1PpDSs,STtlYJSZrdk
OwnBo2vF1iM,1gmTIxcKHvI,wOPp0sQdSuY,0-8aDFhfP0Y,UjFOfbtuYb4,orL3BjNtpV0,LXzxrdQnYaU,Kl-LqfoU_wI,q7QJbI1ystY,gmwFxZFIMlE,w_ffATs-e4U,Ga6DwqZS5g8,yjJRVNh3ndo,ilCHlx9eZOc,p_0KciV37D4,efJEpOWP-iA,cWQ9hea9vHM,WJuLSh_0yPg,K7fU9qt94EY,XOgu9R3xbPc,67pGPGV3g2Y
2j3UXk-ArQ8,,,,,,,,,,,,,,,,,,,,
YjeDRMOjIJk,,,,,,,,,,,,,,,,,,,,
47KOwhNIoCo,jHbv0sMscX0,XQ1LCE-hMpw,f54Iun2yXEg,in4hw4pJiVM,ZGvCGC2fEJw,QBqbmkplkt4,oL94jJJ0rFo,ZnwyuT28IQ0,YzbKMJi0Ohc,2ffWKvxkFg0,rTGPPjJZSNo,1ikfjmTxcFc,whubPa6hLWk,h_YvAzP2QAQ,1gmTIxcKHvI,0V0BziOhJCk,CHK_nuz1VSw,mTBjbLT6CEE,rJraYtRsGDY,aQR8htY0ssU
D7tfAqQt8YY,,,,,,,,,,,,,,,,,,,,
CBmtFJVLeLA,dTw3h8dI1oQ,dIJSbPnYW3A,rTGPPjJZSNo,NTDeR7a6OKI,E1v9cT-1Kf0,YFCvTne17nA,XjekXY22380,pRedqrS95UU,2rcqUkyCRnA,-ANxVTTuubg,FxMpWDNJbNg,Ps6hUAgKMvw,rPtlO9C6QN4,3XFKJY0C6nM,f54Iun2yXEg,jHbv0sMscX0,Y1lMTNevTO8,Em-E3o_zO4Q,UVVYjUCJ1vI,DtBHyvDluRU
rPtlO9C6QN4,f54Iun2yXEg,krQgNiV9ji4,unqZlimLND4,Ji5swR8kv7w,p0L9xQzC810,Hg8Uz6Tx3BE,8Sb-C3GnPIM,tAgs7za3fRo,9R7lEdvYDLU,xQm_oe9X9yE,8va-Y9InMfI,otoZSRLLkO4,1O9Ms6nomH4,nHFqGfTXg3g,CDdbtt0QRBY,nEZ3OXcYE5g,3pbhEkxaq7A,5p5fH4imF18,JknLiXCKQYo,P-leQZ22inw
qQQ_VRJHc64,74fWEVHu8b0,OcupmdGO918,ETg3OZaTjWA,l8L_hUSDVfE,F96bEoKAtS0,nGdxBxocAWA,wJpMsmK_YWA,jTNlpHF81Ms,TmUpgO9scJQ,WUNsPJy1Tgo,4VI107AAIas,6GJtcoOLRm4,jGjwSIt2_CE,wTqGW42w9xQ,HFao_KxhtCI,Bhi-Dv1ou6s,12wc8LpEBhw,0fqhUOFz9OQ,MPC58B23I40,Vl3b2FsS4S8
xFumugyyX0I,,,,,,,,,,,,,,,,,,,,
TIU1MsDdPhQ,,,,,,,,,,,,,,,,,,,,
GyvfJOJD3s8,mLifIIFW3cI,Uy9QtjXgIsM,vpKNUhTDe7M,Im-UEaoCndI,CiURDDwECQY,Ud2A2txUwS0,ONwIPOLA9gQ,1ZH978LQlzY,WGCW1-Z6Hfo,2xFUKwvKYI0,Z3UH1XvoCOM,tqSW9z-mPNM,SC-SbELq1JI,xMCVzuESF98,Fn5-eGxoZks,vRj0npYCSaM,UPGkzWU6e5k,NQpiy1ut77Q,T3PyrwjNneA,J0V-79ffBTs
JHu5-ZWQkuU,hUuo_6qJ33E,QC9eAkRPBMs,yHd2Kl-XiNs,e7ldOHeJbpI,P-0SKHQXof4,4LcCMMfykgw,3Er5uXds5os,DX9tz2ktqf4,XYWyL5pnDEs,9iYQTRbdEY8,ONwIPOLA9gQ,uwCa0IpYlIo,BSiCWwvFcDo,HmDEcmk2R98,STtlYJSZrdk,oTJzKXShi9E,YW05eEgaliY,YttW8wCn2b8,nj_iGHwk9Cg,t2xHIOyO3X0
wQyl0qU9wBs,FxMpWDNJbNg,5B-1ii7TYd4,boND2CIln1g,OJcqi_1IOZM,UsT7S-rzj2A,7YGDMPk9DMI,in4hw4pJiVM,0cCp9I5nkGA,AeqT2JTaeIA,odBlxfcAkjs,QYwmopayAmE,cCJcXleynZs,W5XYcZxY7gg,jB1c3tmwLfY,ETg3OZaTjWA,GVsE8jN8ntw,rdoamwj2l3Y,QY0PabQqISQ,CAxPCWN-OhQ,-TaTybSwzIY
gmZtcDhfE5s,,,,,,,,,,,,,,,,,,,,
Cx9Z7339tX4,5FokxAWKBl4,aS6OrgPa8jY,ljcs6hnNiPk,DyJx0o5luPw,vZ90j13aeoY,Lr4qXVFekY4,YWiFofu0cVQ,WNbdTnJYguE,zbaILwE6YTM,NRL21_qcWKo,-gYGs2kP-os,OQT_ZcUBAY8,UsT7S-rzj2A,FxMpWDNJbNg,jkD5Bw3CwNw,8XYRAGrzBhs,e6HssIApaXk,42uZ079Cb58,CLz-uKjfIeA,xMT3WYC9pU8
1gRFgnnRpo4,,,,,,,,,,,,,,,,,,,,
k1uP4sAlDNE,CrOt0E0-TcU,3JSBETNZutQ,XWIK94nF18Y,h2gYvXFIafA,2MDVDyL08CU,k37atTmbxIo,W9TAUbmaGbA,pjdr1zR6Tjo,BeofhVzhv8s,XKyGoGM01-w,5jqDIoPX_DU,u6-tgKeiOmY,rHzoDPWLufE,0FUs94k-q8Q,hM5R4jkm18M,gmK3-M9ZtJ0,_dMQ1GyQoBY,maRGbaef2ko,NSRiVDUu2Ac,YhSx_of8VBA
GRixky6Qzkw,orL3BjNtpV0,9ok6LwPRu6g,whubPa6hLWk,3xAki7CjOL8,ml-iNgTQshw,6pL8y7mXvkc,SLE74fgMjgQ,1ikfjmTxcFc,RFoSgDNDL3o,JHRWr-T90-Q,fkgmDhzSwX0,xD5yGdzj7D4,qF6gwcvCfBk,oyYSTDgE_GM,lBFnC_5AV_o,UsTEVoWDtCI,wSi_ckrAN1I,wRrvQmDlxiE,HZZaNOjWd3Y,pxUWnuBV24w
q7QJbI1ystY,MTus_S9TcWs,GTUAh89xSSA,dwXwcB_qv9U,xc0zDy6GdUU,NFGU2IdeEts,FxMpWDNJbNg,1gmTIxcKHvI,9_wXGvowRFk,OwnBo2vF1iM,NRL21_qcWKo,0RmPUgBpF1M,Wujme050Qgg,9xpFYbcQ3DE,89VisJVfFzw,ml-iNgTQshw,zbaILwE6YTM,UsT7S-rzj2A,Tnh2sD0wy7A,iHPnD5djaRk,MpUS5ZlXdXg
r7A7u_ypwMY,4LcCMMfykgw,yAKPRC1kylI,iHPnD5djaRk,Kl-LqfoU_wI,gLTK3-1M-rk,1gmTIxcKHvI,yHd2Kl-XiNs,4tyXt8AHRPU,Ei30T-asGQE,ml-iNgTQshw,RgNp7NmTLZc,9ok6LwPRu6g,orL3BjNtpV0,FxMpWDNJbNg,CNyKtSiqCpY,ytp155CDmQM,y9_14TheEAw,TYUX2pE8m_8,iLlWqyqlQZs,GdKUzAd02ZI
x_Z359KZa1Q,z4wkcUmXHFI,VrcJJO-nv6U,ixy0Pq1pbSM,1gmTIxcKHvI,Iyod0aKKmwk,neMMcL2I7Gc,bPcXOTA4J0U,vQunuW6GpLE,6EDv0zYjAHY,oyT3uUvWpFA,Oql_brkM-mE,DtDUHzMtMg4,oGYt8m2ejck,-ecefpx47cE,URus-D3Tsms,jCaCR3rsZiA,zm97lO2uVS4,-vnDu_DTOC8,3NwM5P2sBWk,lXulXSimtzU
gLTK3-1M-rk,3xAki7CjOL8,q7jTYc0HpxY,r7A7u_ypwMY,Kl-LqfoU_wI,gIzlw_3g8TM,yAKPRC1kylI,RgNp7NmTLZc,4tyXt8AHRPU,Fn2IDNWqYJI,orL3BjNtpV0,97wS3XmX-pk,8DxYo4beWak,TYUX2pE8m_8,iLlWqyqlQZs,L0snPqxK0tc,K7PyVJvHK7o,uKiBwxfGGhk,-aHQiT1xxgs,8M_UiNg0BZY,zk_5C9C1418
nT23HVKbhws,,,,,,,,,,,,,,,,,,,,
vsL403DkNG8,,,,,,,,,,,,,,,,,,,,
2XoAzfE7pa8,,,,,,,,,,,,,,,,,,,,
gaZtRcYxV_Q,vHggIq1lJyE,UpFiHec6NmU,Q5JYtv-3XGg,gs8DwUXBkfw,ISfRzsy5hs8,pBoAkVv1BPY,d-gXqjPYF-A,-mytoq_3MP4,JH_Dwpn2WYQ,77gMHsUah08,8FnNll8DGZk,_oX2Dr1Xxik,0keMnXO5UDM,gC6ZeXYk4GE,Z9HrR2_EDK0,5J_Ch8MBjbo,w_OOSYOA7ec,Ax-3R0JhBMw,IotIu7pLGDI,a7DO31zmxlE
b9ctjJ65o3Y,g1zaQ6NDcmI,oL8WSGsgXiM,_OBlgSz8sSM,iJ-Nd0XtybU,TNYOgaaAPuM,_pj2Nutu5v8,tYpafipJyDE,lXLm31Xq5II,6DI5MuRF0Tk,1Y13T2our30,9O-Q5vJ-GHk,C-N2XCCoiZk,MqWYDlVCM8Q,gu4pUAiHLuQ,7NNZ5Jo51Y8,YjJmugXIM8s,ikGco5URbNc,65D8mxF7E-8,Jpu9FUSnVbI,Q9yAkBSrMk0
Dm6ew4uoP_Q,,,,,,,,,,,,,,,,,,,,
85gckpdz0Mk,,,,,,,,,,,,,,,,,,,,
YmO__3Lz9YY,odilProKt3Y,jdGcJ1Gb3DI,zRPHRIos2eo,MJm_Ia38h1s,iklAcbFNJjw,tAxXDRhDi0A,6N5oI3c5un4,tobWhppn4L4,bmgruMCyBn0,VMjv0BYZN7c,uqu1jibVytI,hg8_Mv-KztU,mC4UgHlf4Ik,1jhn2dAwl-U,k_EaTBDT-cc,WLbxl7H7fJA,O3DZdrafVr8,94kOgkDZSdU,3IiII_Yy9zc,UtiDvMUIjMU
AeRq30FNTXs,,,,,,,,,,,,,,,,,,,,
kdWMvYJhauw,,,,,,,,,,,,,,,,,,,,
FsEPG_LIX4o,,,,,,,,,,,,,,,,,,,,
IlTGZoHLKNo,,,,,,,,,,,,,,,,,,,,
QF4QBVS279Y,jfHzhVUUj3o,Lzyd91NFx-Y,GORjQhTnLeI,Vqy5QsgmrVw,wH9zd5V_CiQ,vcTVM0Z9qxs,AZFeMTibY4A,LchaI-h53Js,j13sZOljzZM,S7qraFCSf9U,8PixMewiY08,MffUPtDlmbs,xqTCqeiVQ_U,IZLBPHIdgGc,yOo1YyC5BpA,FM5M5GZBJyc,ClynhFKMs3c,RZWFou4nJ5A,UALuydx_Xjk,R4i8SpNgzA4
1Hgg_qsU-8E,U2LJOH7Wg5k,vy3EQXHBPMY,6E-KYWvipnQ,dJjhhPQzDG0,qP9VDQSrwOY,_ATHfyzc6SM,LZilI_EQIaU,JzL_VUbnb9Y,oUrpIFp7EMA,4s1iQODC5OI,hStO9kNmKT0,cVQnbGqNVDU,r99vvuRhzJQ,VDAxDA---zU,HuihyFoxc9Y,3xDFlHnL1rg,lXwCG4hQcxo,XfZz63bV89Q,k80Se6kryPU,AScqvJb9UsQ
tMJk6p5i2n8,ZRzBtTcnh5c,Xrrc7S8ZoVI,o0-xTOSzZls,Qkd6Q7aweQE,ZMbCijJ7Xko,p1teMPI7hjo,8nagGOtv7FE,t926G1FFzL4,4ySGeYJ7q7s,1md0D5EP1tg,j6f0nhKlO6Y,9nulLPv5yn4,3lOe8j83Ogc,CgEIGx0JKL8,582ca0MS-Ps,OAckrHRm49w,ytdFm-n_jC8,cmBf1K6fbK4,lMOQnJ-SLHI,PpCDuzxJeO8
mLNyW8Gaf4Q,,,,,,,,,,,,,,,,,,,,
pSAq_0qmnv8,h6zH63GBqNk,L0r2ADc4uIg,8JlAitNa4so,OOp0QFAnTS4,vcUhA7hG-Wc,sgCv-_VO4fQ,JMAvLkAciY0,pUKkJX9B480,2c9Oa7L0ltA,Pw7Bi9J0JqU,_gZ8iy7Gzz4,Yh330_gkOsU,FQN2lEopt-Q,yfRx4MXkR2M,YI0FMd61wI0,NM_e7b4fCM8,7ZMbY-8ludc,Oney-h-1RpI,sktn_bkyJbk,1tI3F8nLHLA
zbkVcVjxm6U,,,,,,,,,,,,,,,,,,,,
A4SS8unay3s,A1Dnw4_AxT8,tTQIx6IPHw4,X-j43a0Zn5Q,eIbp5mjDTlQ,RfF2poddHbA,KFUIOXbv0tQ,h2qNhUpKkvU,66x9jTbVnpc,4LWMTNVwfHA,C0OTc7UEaj8,RsumH7BjGPE,nnxAUSUw3H4,EioXWG_0K9M,LkJTr3POP68,am8Aap7xUc4,lWdXdi9BWh0,hwWbfZh_qqI,qSP-zBYon4E,_DBxCe1mS3c,-EUTUOFjb_k
wl39unBy1a4,tZ9vcNJ_Ros,aK6ufUFBXSE,JdEo_v-LCWg,A1D4ZAF_Als,IJIThU0BElc,0S0OLzjdZFc,0WwcJQL70qw,YQ4PWwcSIjk,ArTDaNk5UYg,kQ5VGmlahg8,UdRC9oDeVjk,V_Y_-1mAKLk,yrr86et3fAc,onQr49SGE2k,XOq1oxWb5T8,yly2UDQp6fc,fIKObrK9Jlo,S4QYJJuw-RE,3AYtCiSoqM0,pb8I_JVAtrs
mA0bzih0ESM,twP1QyRex6U,H_6vTYT84Os,r6TDUUbAF3Y,dT4TossErJg,HUpggXGHYjk,zbVx13gIlSU,2ox9HBbNBlw,KX1wnbDNVO0,ULFCM_DZHHw,dyZVUz-OaXo,DbpVvr17q0A,a7YUer0ISyk,Dut1b--AgLM,Uol1B_n9kq0,HTNlcDP4-8o,Rl6SxbP68zM,UF7ZG2Xcpt4,5pzwhiLO1F4,6i6K3e5Bbkw,LPKl2C7UjBg
H_6vTYT84Os,mA0bzih0ESM,twP1QyRex6U,r6TDUUbAF3Y,csm6_BHDUyI,uVaD8TrJGyM,BSvRy01Aa2Q,VMx9BU9BOps,ASB7PTiZ1mk,FP1OLqB4LRA,UculXjdcSYs,jHImGrckyLE,pK4bLMd0avU,EubKeTODex4,a7YUer0ISyk,7hjETtL5mLA,ZgF8hH5Bppc,jV_Z__dYN5A,FhH3fiC0M6c,nyPy-a7HrnE,IzXBATXuxKg
7ULmiKGum4E,,,,,,,,,,,,,,,,,,,,
x7enzP0Jnu8,6SHO0w3Qpzw,B_jV9f596Jw,QsAk3rlheMs,au49oGdJFns,vaKnL6gAEEQ,2jPYRQ-_wYk,0pAJn8hwBd4,m8TK63EoTi8,s3Bp1smgPTY,xl5FKh3zxVQ,HBgbgiM_yI8,jU0zL-Gw5jY,nrr3FsmfE48,MVDgRnIJw7w,ToSgx9m7P5U,j0eVTb8qwGo,aEq_J4KuUVc,mtHmV5Pu6CE,yhjt_zvKev8,0UMWgGkDheQ
4MhicWTRzLg,,,,,,,,,,,,,,,,,,,,
hGNO5NP5e7s,,,,,,,,,,,,,,,,,,,,
rMZvBGH-O_8,,,,,,,,,,,,,,,,,,,,
njgRHC9lXUk,,,,,,,,,,,,,,,,,,,,
BGcBsJtWELQ,,,,,,,,,,,,,,,,,,,,
ZUJv1QSj_XY,,,,,,,,,,,,,,,,,,,,
4Q_N99q0NS4,,,,,,,,,,,,,,,,,,,,
6cMr9C0_m2g,,,,,,,,,,,,,,,,,,,,
ajKjjM3K3Tc,,,,,,,,,,,,,,,,,,,,
nkcoWsvQCTE,,,,,,,,,,,,,,,,,,,,
pp7iOwRySwY,i286XrKevDI,VOlwPKsPtSM,eYn2p1nnq_o,BGPi0NPzvkY,cTeyeBtGy_I,Xd4s66qANj8,c5YSj_4LZKc,OFDbEpRitAg,l0emjCZJVuA,SwRUBp1NsGU,QiqpaHlHQJ4,fEf4psd9HTw,97jO0BEfMxc,VrXitYnnb6A,jk_9zqt1Rw4,bsD83Ub8uzw,MDhRZqCchX8,5nXC1EP8Yfk,mI6gEIVxy_4,tgKxBOarVEw
eYn2p1nnq_o,cTeyeBtGy_I,BGPi0NPzvkY,QlcRL8ZUWPY,-D6r0FAdJFU,QiqpaHlHQJ4,pp7iOwRySwY,Xd4s66qANj8,i286XrKevDI,97jO0BEfMxc,VOlwPKsPtSM,uy0padRXT7U,bsD83Ub8uzw,OFDbEpRitAg,c5YSj_4LZKc,MDhRZqCchX8,d3v66iuwO3s,l0emjCZJVuA,jk_9zqt1Rw4,fEf4psd9HTw,SdkuQW5n0bI
BGPi0NPzvkY,i286XrKevDI,c5YSj_4LZKc,OFDbEpRitAg,pp7iOwRySwY,VOlwPKsPtSM,-D6r0FAdJFU,eYn2p1nnq_o,Xd4s66qANj8,QiqpaHlHQJ4,MDhRZqCchX8,0-53UAeW9E4,97jO0BEfMxc,zxchOUEsXP8,X_oCyzja0sg,VrXitYnnb6A,bsD83Ub8uzw,l0emjCZJVuA,SdkuQW5n0bI,fEf4psd9HTw,jk_9zqt1Rw4
i286XrKevDI,VOlwPKsPtSM,OFDbEpRitAg,pp7iOwRySwY,QiqpaHlHQJ4,Xd4s66qANj8,BGPi0NPzvkY,-D6r0FAdJFU,c5YSj_4LZKc,eYn2p1nnq_o,SwRUBp1NsGU,COueUzwN_co,97jO0BEfMxc,MDhRZqCchX8,u2JnoOrR_QY,d3v66iuwO3s,Uw6L5wfWGAE,jk_9zqt1Rw4,l0emjCZJVuA,SdkuQW5n0bI,fEf4psd9HTw
l0emjCZJVuA,c5YSj_4LZKc,97jO0BEfMxc,HiiPeHhibdk,i286XrKevDI,BGPi0NPzvkY,5nXC1EP8Yfk,cTeyeBtGy_I,pp7iOwRySwY,Xd4s66qANj8,VOlwPKsPtSM,eYn2p1nnq_o,OFDbEpRitAg,SwRUBp1NsGU,bsD83Ub8uzw,VrXitYnnb6A,Jd2r-DWYEtw,jk_9zqt1Rw4,SdkuQW5n0bI,fEf4psd9HTw,MDhRZqCchX8
Jd2r-DWYEtw,PPAmRZFdLhU,SwRUBp1NsGU,FzRH3iTQPrk,7WmCQBeO0hg,0-53UAeW9E4,MDhRZqCchX8,XUFh-xZshBM,DEQ4WmGavsE,l0emjCZJVuA,bsD83Ub8uzw,OFDbEpRitAg,d3v66iuwO3s,QiqpaHlHQJ4,i286XrKevDI,up8JR38Ke8M,tVT1hoeP2uY,BGPi0NPzvkY,97jO0BEfMxc,pp7iOwRySwY,SdkuQW5n0bI
PhouuKlwgfw,G1sSGhZTYhc,CIw8KyywDU8,riYgd-IiSJY,nhSZs-aAZbo,zlfKdbWwruY,ZlVlwzlMcZM,Be2dYIG7Urs,w786PEu-4t8,QIYqUKQmjjU,R_OG9WEFGrY,QBrZ4szWvow,zqeKxo9lYfw,9hC46muG2r8,fs6pH2jmxww,AtUUzgN7hTQ,KZOtjBAn4vc,5BeCw75WVYw,e8su6TO4WQ8,mq0W03WrDIE,UaLAl8w5O4w
pdxvddejXZo,riYgd-IiSJY,pFvIpmQp6-U,wyCb8BWIAQE,AtUUzgN7hTQ,UI3P8VbLIVo,HsJu44fqAtI,5ZdhTp2e6f0,fmluvGViHfE,yTvzHUWz6P4,bEEq3Oy0wkM,UbfknWx3ffM,_xq0EWejnD4,l7ZFSata5q0,EsWKVcZ88Jw,2S1ojZqkMHw,8RtRykCLdvc,FrOW63n8sXo,IF8IeEIEIa0,EQN3eTpiXgQ,PhouuKlwgfw
