video ID,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29
_CvykZL334I,1Eqfhpducmw,vx9idqTOtT8,WsND97s0MJY,dL1HXLeLwOo,bqq5Ur_Xlhs,ta60F89y6S8,_WrBsaz1Hh8,8ncPT5MmdWM,Ytmh26VqQI4,dNi0M9FNvEk,M4yVWhtYQkc,4dwic7c3GgI,NrObYOn2C-c,wTQscZWHTqo,sdhrKZ_4W9E,sk1p4hC61ns,RUvZwN6vrdE,EIHM43nXF2g,gRQjipzz4IY,qvGfEtbtptA
-j4q8f_cYXM,S2CgQSqECSs,Px6AMQzgTJw,lnkkpUdlf74,Vp7f24b8VB4,r_xXEd69mL4,z3VJ0-KWaSg,dC0Wwla920s,ySv4jQLwYhs,RQ6da71qxxw,Uhdx-wV5KNw,FiWYP4a5S3c,iCnFoJZrZmE,3ohVnlQsIqo,7ZFWP1w6cQQ,60tP7Y_XB5Q,cSk6C2pQIeE,oIEIFw1GeTQ,YYzJxXPVJ-o,exTJl1mEA64,qBUTEnIXvpI
vz36bozEjAI,,,,,,,,,,,,,,,,,,,,
HAcLC5rr1AQ,,,,,,,,,,,,,,,,,,,,
Xr4kz_kRO60,6w0jrWzNO0o,VXiozhSOQog,C2T9r4YyDRA,G6Yhb3dhnVc,STUBt4_a7i4,w48H47U8XmQ,uj6tKJkh1C8,Rxu7ECBdgQE,mSOapy-cyvg,QTD6Pb4xx_k,hKYc0VSldqQ,PkunHOaMJ10,8ItD-fmvED0,YZT51Bwg6q4,4mSkCW-lpSI,j5EE97RtIxU,vn9QNY9Sox8,vtPtEviyIWs,Ds6tD716Tfo,AtaXiNs6AZI
FW29aZk68gg,lI444VmchoI,xilprMgFOTM,QscUYgOPW9w,AwRX3djVZic,KoRf4xLNr5c,T4CMyPubEQE,bvXaNemdeZM,CSMLfLWQkjQ,hlUtGyn9WRk,LZTl0rDIvak,kaauBZxgpwI,tyhD_Yagwu4,jEKSgprzF8w,WexbfYDCIfw,7Gjtn-kfpvs,6HekCjhYhDQ,K_ejJGjx-A0,qR57x_lVR7A,XYqorOkNsSQ,y0UN8WC3Oc4
2-WaBwKsq1o,aFPZasf5y3M,TAHib3zxl_4,9GWWhJECM0Q,YwGJX-H_zdA,mHSq-v_LI2E,VQRxqQ01Nqw,YL-4ymz8TNw,bqs_D4muF3o,N4_9YgrUfh8,lj3iNxZ8Dww,JECljIuCoQ0,Es0BrWNASdc,wEWmLenV5e8,vlgYkrWTf7A,EbC8KxSwKoI,NL7O9O3M1pI,NyWXHHeXgC4,gFUo94gEMR0,hC9WGmexueA,EYNVN5kMfCw
FWpwzBYggBA,MDqy4l9Ypic,eAfvRl0ZKqU,RU5z6n0APvM,KdNP17gwbjM,godFPmu3_gs,qcIwoHalPgM,2Gwnmb6P-3k,GGOOzE4MM60,Us0fHXwgCQo,8PKHOkdRD1A,FZkhBDPcwpo,8SqaWEBSd4g,e4eYUsni_Pg,80Vt2ZgF0YM,LCb4T-_xN5s,HavFPT6FP7I,c4hvnukfdo4,YvnpMDE2Oc8,5Iy_DCv6bmw,2Xb3bDwE9jQ
MDqy4l9Ypic,FWpwzBYggBA,UeeqgonhbDQ,godFPmu3_gs,EBYKBX5lZ2o,eAfvRl0ZKqU,qcIwoHalPgM,fsAI_Lj14pw,aoT--xylFmI,kP61hICM0cQ,KdNP17gwbjM,Rptp9-_iP40,P7Hc6DgmfOI,MZ5h7vDqrDc,elS5jmMAnLE,xDb3uBCd5rQ,HVfj0EUTruc,kJEacTZmd7I,y306cWw98a4,IZaXgdzvcWo,rBQM7kC8xX8
K07b7ermm1E,SRPCmG8QLEM,OIIfkqtfHKw,sYP3V5_y26M,EHgeciQNrrM,BrR9AA7Q-eg,Eg_CPQHpFQQ,MiM-m3KfErA,Bexfn7AMm2w,M-T0yR_3K18,SQDSAXYDIco,O6nVR7G0lVI,E0M13VW7Agc,FcADIy2NgEI,aGzabo1wjk0,ML-d4df_EFI,fY7pggz1B-8,cLGVBIn_nBQ,IzmEGT6lONU,JY_tM7CbToU,Iif5eHz9lZk
