Comedy,1950.3
News & Politics,940.4
Science & Technology,668.04
Music,643.6769231
Howto & Style,572.2333333
People & Blogs,506.3
Entertainment,496.4538462
Education,367.6
Pets & Animals,318.6
Sports,288.88
Film & Animation,140.4444444
Gaming,131.4
Travel & Events,1.4
